ssid,bssid,security,frequency_mhz,channel,best_signal_dbm,best_signal_percent,best_seen,seen,connected,first_seen,last_seen,from,to,fraction,lat,lon,estimated_lat,estimated_lon,spread_m,estimated_from,estimated_to,estimated_fraction,estimated_spread,barely_pinned
,ap-1076481d0272,psk,,,-71,58,2026-09-22T19:10:09-03:00,7,,2026-09-22T19:10:09-03:00,2026-09-22T19:10:39-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.614,-33.522478,-58.223110,-33.522602,-58.223013,14,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.750,0.128,yes
,ap-1c4a6393ce8f,open,,,-52,96,2026-09-22T19:10:14-03:00,101,,2026-09-22T19:08:14-03:00,2026-09-22T19:47:42-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.627,-33.522488,-58.223103,-33.522410,-58.222626,65,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.573,0.209,yes
,ap-040f34939d32,open,,,-52,96,2026-09-22T19:10:14-03:00,62,,2026-09-22T19:10:00-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.627,-33.522488,-58.223103,-33.522450,-58.222707,51,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.618,0.187,yes
,ap-d9555794d527,open,,,-75,50,2026-09-22T19:10:14-03:00,14,,2026-09-22T19:10:14-03:00,2026-09-22T19:47:37-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.627,-33.522488,-58.223103,-33.522503,-58.223065,25,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.580,0.214,yes
,ap-3389edf2a931,psk,,,-68,64,2026-09-22T19:10:19-03:00,43,,2026-09-22T19:10:09-03:00,2026-09-22T19:47:27-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.757,-33.522589,-58.223031,-33.522537,-58.222746,38,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.707,0.174,yes
,ap-c7a016f4698e,open,,,-57,86,2026-09-22T19:10:19-03:00,36,,2026-09-22T19:10:19-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.757,-33.522589,-58.223031,-33.522541,-58.222832,36,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.642,0.257,yes
,ap-e7bb2fbd432a,psk,,,-55,90,2026-09-22T19:10:25-03:00,117,,2026-09-22T19:08:09-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522514,-58.222555,59,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.429,0.205,
,ap-43872002437d,psk,,,-65,70,2026-09-22T19:10:25-03:00,15,,2026-09-22T19:09:49-03:00,2026-09-22T19:47:42-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522449,-58.223131,24,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.577,0.236,yes
,ap-c00bbdf95d48,psk,,,-65,70,2026-09-22T19:10:25-03:00,20,,2026-09-22T19:09:49-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522398,-58.222938,43,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.582,0.257,
,ap-876a9fbff701,psk,,,-65,70,2026-09-22T19:10:25-03:00,34,,2026-09-22T19:10:19-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522580,-58.222870,29,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.708,0.221,yes
,ap-21fd7bd95607,psk,,,-65,70,2026-09-22T19:10:25-03:00,30,,2026-09-22T19:10:19-03:00,2026-09-22T19:47:27-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522609,-58.222826,26,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.776,0.152,yes
,ap-70d6b33ddea4,psk,,,-66,68,2026-09-22T19:10:25-03:00,30,,2026-09-22T19:10:19-03:00,2026-09-22T19:47:27-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522611,-58.222826,26,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.775,0.153,yes
,ap-cb016163fac9,psk,,,-66,68,2026-09-22T19:10:25-03:00,30,,2026-09-22T19:10:19-03:00,2026-09-22T19:47:27-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522611,-58.222829,26,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.773,0.154,yes
,ap-b78989878181,open,,,-62,76,2026-09-22T19:10:25-03:00,29,,2026-09-22T19:10:25-03:00,2026-09-22T19:47:17-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522607,-58.222756,28,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.349,0.189,yes
,ap-999a13bbb41a,psk,2427,4,-67,66,2026-09-22T19:10:25-03:00,40,,2026-09-22T19:10:25-03:00,2026-09-22T19:47:27-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.859,-33.522668,-58.222974,-33.522527,-58.222692,40,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.706,0.205,yes
,ap-fd12882d5f20,psk,2447,8,-48,100,2026-09-22T19:10:29-03:00,123,,2026-09-22T19:08:34-03:00,2026-09-22T19:47:47-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.899,-33.522699,-58.222951,-33.522530,-58.222458,66,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.693,0.223,
,ap-b1f69ad2f8d0,psk,2427,4,-70,60,2026-09-22T19:10:29-03:00,36,,2026-09-22T19:10:19-03:00,2026-09-22T19:47:27-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.899,-33.522699,-58.222951,-33.522559,-58.222756,35,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.714,0.195,yes
,ap-e024259734de,psk,,,-77,46,2026-09-22T19:10:29-03:00,30,,2026-09-22T19:10:25-03:00,2026-09-22T19:47:22-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.899,-33.522699,-58.222951,-33.522545,-58.222650,38,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.383,0.217,yes
,ap-1a07c8d2abed,psk,,,-74,52,2026-09-22T19:10:29-03:00,11,,2026-09-22T19:10:25-03:00,2026-09-22T19:11:15-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.899,-33.522699,-58.222951,-33.522688,-58.222750,12,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.196,0.083,yes
,ap-0fcd49773d75,psk,,,-74,52,2026-09-22T19:10:29-03:00,22,,2026-09-22T19:10:29-03:00,2026-09-22T19:47:17-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.899,-33.522699,-58.222951,-33.522638,-58.222786,22,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.264,0.132,yes
,ap-3059b2793c3b,open,,,-86,28,2026-09-22T19:10:29-03:00,7,,2026-09-22T19:10:29-03:00,2026-09-22T19:10:59-03:00,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.899,-33.522699,-58.222951,-33.522710,-58.222794,10,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.155,0.064,yes
,ap-f1e8336e8aca,psk,,,-58,84,2026-09-22T19:10:39-03:00,38,,2026-09-22T19:08:04-03:00,2026-09-22T19:47:27-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.048,-33.522754,-58.222847,-33.522559,-58.222822,32,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.276,0.155,
,ap-d9e8a0f6981c,psk,2452,9,-58,84,2026-09-22T19:10:39-03:00,49,,2026-09-22T19:10:25-03:00,2026-09-22T19:47:42-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.048,-33.522754,-58.222847,-33.522542,-58.222759,38,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.308,0.185,
,ap-459e38f95cbf,psk,2417,2,-76,48,2026-09-22T19:10:39-03:00,20,,2026-09-22T19:10:29-03:00,2026-09-22T19:47:12-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.048,-33.522754,-58.222847,-33.522623,-58.222747,24,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.307,0.162,yes
,ap-572a379a4b3c,psk,,,-76,48,2026-09-22T19:10:39-03:00,6,,2026-09-22T19:10:34-03:00,2026-09-22T19:10:59-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.048,-33.522754,-58.222847,-33.522717,-58.222776,8,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.142,0.067,yes
,ap-31abc8ad7b33,open,,,-73,54,2026-09-22T19:11:04-03:00,6,,2026-09-22T19:10:54-03:00,2026-09-22T19:11:19-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.300,-33.522629,-58.222595,-33.522621,-58.222580,6,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.315,0.058,yes
,ap-fda52d1d32a9,psk,,,-64,72,2026-09-22T19:11:15-03:00,70,,2026-09-22T19:08:20-03:00,2026-09-22T19:47:47-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.354,-33.522602,-58.222541,-33.522372,-58.222776,56,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.520,0.261,yes
,ap-28a4196c8e67,psk,,,-64,72,2026-09-22T19:11:15-03:00,53,,2026-09-22T19:08:49-03:00,2026-09-22T19:47:42-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.354,-33.522602,-58.222541,-33.522443,-58.222948,42,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.535,0.254,yes
,ap-fc055c68ce36,psk,2427,4,-68,64,2026-09-22T19:11:15-03:00,36,,2026-09-22T19:10:09-03:00,2026-09-22T19:47:42-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.354,-33.522602,-58.222541,-33.522562,-58.222820,34,Juan Zorrilla de San Martín y Grito de Asencio,"Treinta y Tres Orientales, Grito de Asencio",0.675,0.229,yes
,ap-27d42e84cd03,psk,2452,9,-62,76,2026-09-22T19:11:24-03:00,90,,2026-09-22T19:07:59-03:00,2026-09-22T19:47:47-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.548,-33.522506,-58.222348,-33.522244,-58.222454,59,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.660,0.149,yes
,ap-77b571c7f846,psk,,,-53,94,2026-09-22T19:11:24-03:00,27,,2026-09-22T19:11:24-03:00,2026-09-22T19:47:42-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.548,-33.522506,-58.222348,-33.522369,-58.222214,27,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.704,0.103,
,ap-c93084177fae,psk,2457,10,-48,100,2026-09-22T19:11:34-03:00,82,,2026-09-22T19:07:59-03:00,2026-09-22T19:47:47-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.683,-33.522439,-58.222213,-33.522329,-58.222410,56,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.513,0.254,yes
,ap-578730034648,psk,2462,11,-59,82,2026-09-22T19:11:40-03:00,68,,2026-09-22T19:08:09-03:00,2026-09-22T19:47:37-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.726,-33.522417,-58.222169,-33.522187,-58.222315,60,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.756,0.052,yes
,ap-6b3025079bfe,psk,,,-60,80,2026-09-22T19:11:40-03:00,94,,2026-09-22T19:08:09-03:00,2026-09-22T19:47:47-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.726,-33.522417,-58.222169,-33.522334,-58.222453,60,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.448,0.269,yes
,ap-2d7712a0d6c9,psk,,,-59,82,2026-09-22T19:11:40-03:00,37,,2026-09-22T19:11:19-03:00,2026-09-22T19:42:12-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.726,-33.522417,-58.222169,-33.522390,-58.221845,33,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.727,0.064,yes
,ap-eeda518dcc30,psk,,,-63,74,2026-09-22T19:11:40-03:00,19,,2026-09-22T19:11:34-03:00,2026-09-22T19:41:16-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.726,-33.522417,-58.222169,-33.522309,-58.221962,19,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.754,0.048,yes
,ap-a04198567822,psk,,,-71,58,2026-09-22T19:11:44-03:00,28,,2026-09-22T19:08:20-03:00,2026-09-22T19:41:47-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.755,-33.522403,-58.222141,-33.522167,-58.222236,52,Juan Zorrilla de San Martín y Carlos P. Puig,Juan Zorrilla de San Martín y Grito de Asencio,0.515,0.116,yes
,ap-f46a6cdd1d3a,psk,2457,10,-71,58,2026-09-22T19:11:44-03:00,18,,2026-09-22T19:11:44-03:00,2026-09-22T19:41:53-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.755,-33.522403,-58.222141,-33.522335,-58.221818,25,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.188,0.136,yes
,ap-039201edfe0c,psk,2432,5,-50,100,2026-09-22T19:11:49-03:00,67,,2026-09-22T19:08:24-03:00,2026-09-22T19:47:33-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.796,-33.522382,-58.222100,-33.522253,-58.222071,47,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.264,0.222,
,ap-d61b877d41f4,psk,2422,3,-75,50,2026-09-22T19:11:54-03:00,19,,2026-09-22T19:11:49-03:00,2026-09-22T19:41:37-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.952,-33.522305,-58.221944,-33.522299,-58.221846,19,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.099,0.062,
,ap-00406908d49a,psk,,,-75,50,2026-09-22T19:11:54-03:00,20,,2026-09-22T19:11:54-03:00,2026-09-22T19:41:47-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.952,-33.522305,-58.221944,-33.522330,-58.221776,20,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.148,0.100,yes
,ap-0db05ffaeae5,psk,,,-86,28,2026-09-22T19:11:54-03:00,6,,2026-09-22T19:11:54-03:00,2026-09-22T19:12:19-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.952,-33.522305,-58.221944,-33.522246,-58.221830,7,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.099,0.062,yes
,ap-af30ba3b9101,psk,,,-91,18,2026-09-22T19:11:54-03:00,6,,2026-09-22T19:11:54-03:00,2026-09-22T19:12:19-03:00,"Treinta y Tres Orientales, Grito de Asencio","Treinta y Tres Orientales, Carlos P. Puig",0.952,-33.522305,-58.221944,-33.522245,-58.221829,7,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.099,0.062,yes
,ap-4de43450b9cd,psk,,,-62,76,2026-09-22T19:11:59-03:00,49,,2026-09-22T19:08:24-03:00,2026-09-22T19:47:47-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.014,-33.522274,-58.221883,-33.522259,-58.222119,51,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.190,0.154,
,ap-d6fb7c421b9f,psk,2422,3,-90,20,2026-09-22T19:12:28-03:00,7,,2026-09-22T19:12:28-03:00,2026-09-22T19:12:55-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.329,-33.522122,-58.221596,-33.522054,-58.221466,9,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.471,0.086,yes
,ap-291b9a31e525,psk,2432,5,-76,48,2026-09-22T19:12:29-03:00,10,,2026-09-22T19:12:19-03:00,2026-09-22T19:13:04-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.381,-33.522097,-58.221549,-33.522029,-58.221417,17,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.525,0.166,yes
,ap-cc9a19daf317,psk,,,-72,56,2026-09-22T19:12:29-03:00,6,,2026-09-22T19:12:29-03:00,2026-09-22T19:12:55-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.381,-33.522097,-58.221549,-33.522042,-58.221445,8,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.495,0.077,yes
,ap-d44d4a6eaccf,psk,,,-80,40,2026-09-22T19:12:34-03:00,16,,2026-09-22T19:12:14-03:00,2026-09-22T19:13:29-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.422,-33.522077,-58.221511,-33.521943,-58.221250,28,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.540,0.154,yes
,ap-af2b51317cb3,psk,,,-84,32,2026-09-22T19:12:39-03:00,40,,2026-09-22T19:07:59-03:00,2026-09-22T19:40:47-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.451,-33.522063,-58.221485,-33.521727,-58.221643,73,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.557,0.171,yes
,ap-96e4ac150dd1,psk,2422,3,-53,94,2026-09-22T19:12:39-03:00,34,,2026-09-22T19:12:05-03:00,2026-09-22T19:41:26-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.451,-33.522063,-58.221485,-33.521939,-58.221201,50,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.485,0.138,
,ap-2d257bdeece3,psk,,,-53,94,2026-09-22T19:12:39-03:00,24,,2026-09-22T19:12:19-03:00,2026-09-22T19:14:29-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.451,-33.522063,-58.221485,-33.521890,-58.221148,40,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.528,0.121,
,ap-4dc4e29f7c15,psk,2452,9,-49,100,2026-09-22T19:12:39-03:00,18,,2026-09-22T19:12:28-03:00,2026-09-22T19:13:49-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.451,-33.522063,-58.221485,-33.521925,-58.221216,32,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.536,0.112,yes
,ap-48043a2c900d,psk,,,-61,78,2026-09-22T19:12:39-03:00,19,,2026-09-22T19:12:34-03:00,2026-09-22T19:38:28-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.451,-33.522063,-58.221485,-33.521860,-58.221216,30,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.585,0.133,yes
,ap-c2d20a954dbc,psk,2417,2,-67,66,2026-09-22T19:12:45-03:00,19,,2026-09-22T19:12:45-03:00,2026-09-22T19:38:45-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.504,-33.522037,-58.221436,-33.521781,-58.221153,30,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.651,0.147,yes
,ap-c05344324030,psk,,,-72,56,2026-09-22T19:12:49-03:00,6,,2026-09-22T19:12:49-03:00,2026-09-22T19:13:14-03:00,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.544,-33.522019,-58.221399,-33.521878,-58.221124,18,"Treinta y Tres Orientales, Carlos P. Puig","Treinta y Tres Orientales, José Pedro Varela",0.736,0.131,yes
,ap-82ca09b87bcb,psk,,,-70,60,2026-09-22T19:13:19-03:00,21,,2026-09-22T19:13:14-03:00,2026-09-22T19:38:45-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.144,-33.521737,-58.220848,-33.521550,-58.221019,33,"Treinta y Tres Orientales, José Pedro Varela",Juan Zorrilla de San Martín y José Pedro Varela,0.459,0.232,yes
,ap-c1fc07581bbd,psk,2457,10,-58,84,2026-09-22T19:13:19-03:00,27,,2026-09-22T19:13:19-03:00,2026-09-22T19:38:48-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.144,-33.521737,-58.220848,-33.521609,-58.220842,29,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.344,0.159,
