ssid,bssid,security,frequency_mhz,channel,best_signal_dbm,best_signal_percent,best_seen,seen,connected,first_seen,last_seen,from,to,fraction,lat,lon,estimated_lat,estimated_lon,spread_m,estimated_from,estimated_to,estimated_fraction,estimated_spread,barely_pinned
,ap-cc58aaa62ca2,psk,,,-66,68,2026-09-22T19:13:49-03:00,30,,2026-09-22T19:13:48-03:00,2026-09-22T19:38:48-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.691,-33.521478,-58.220343,-33.521363,-58.220141,37,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.754,0.066,yes
,ap-980e832cc5c6,psk,,,-89,22,2026-09-22T19:13:49-03:00,8,,2026-09-22T19:13:48-03:00,2026-09-22T19:14:20-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.691,-33.521478,-58.220343,-33.521405,-58.220199,12,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.780,0.089,yes
,ap-55e1b1529988,psk,2457,10,-80,40,2026-09-22T19:13:54-03:00,15,,2026-09-22T19:13:24-03:00,2026-09-22T19:14:35-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.756,-33.521447,-58.220282,-33.521436,-58.220260,26,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.622,0.205,yes
,ap-0607decd1b65,psk,2432,5,-62,76,2026-09-22T19:14:04-03:00,37,,2026-09-22T19:13:48-03:00,2026-09-22T19:38:18-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.854,-33.521401,-58.220193,-33.521444,-58.220165,36,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.811,0.077,
,ap-b69fe5564445,psk,,,-59,82,2026-09-22T19:14:04-03:00,21,,2026-09-22T19:13:48-03:00,2026-09-22T19:32:47-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.854,-33.521401,-58.220193,-33.521428,-58.220039,21,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.837,0.043,yes
,ap-64976a8628be,psk,2427,4,-50,100,2026-09-22T19:14:02-03:00,22,,2026-09-22T19:13:54-03:00,2026-09-22T19:32:47-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.854,-33.521401,-58.220193,-33.521347,-58.219985,24,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.861,0.022,yes
,ap-e980f72cb30e,psk,,,-72,56,2026-09-22T19:14:02-03:00,9,,2026-09-22T19:13:54-03:00,2026-09-22T19:14:35-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.854,-33.521401,-58.220193,-33.521336,-58.220065,16,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.850,0.025,yes
,ap-569f5b727573,psk,,,-76,48,2026-09-22T19:14:02-03:00,7,,2026-09-22T19:14:02-03:00,2026-09-22T19:14:29-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.854,-33.521401,-58.220193,-33.521322,-58.220037,14,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.139,0.084,yes
,ap-e54245f33ee5,psk,,,-90,20,2026-09-22T19:14:02-03:00,7,,2026-09-22T19:14:02-03:00,2026-09-22T19:14:29-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.854,-33.521401,-58.220193,-33.521322,-58.220037,14,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.139,0.084,yes
,ap-d6cf74a21378,psk,,,-62,76,2026-09-22T19:14:09-03:00,40,,2026-09-22T19:13:35-03:00,2026-09-22T19:38:38-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.912,-33.521374,-58.220139,-33.521414,-58.220236,39,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.772,0.122,
,ap-ee42cee255fb,psk,,,-51,98,2026-09-22T19:14:09-03:00,47,,2026-09-22T19:13:48-03:00,2026-09-22T19:41:26-03:00,"Treinta y Tres Orientales, José Pedro Varela","Treinta y Tres Orientales, José Bonifacio Redruello",0.912,-33.521374,-58.220139,-33.521520,-58.219914,45,"Treinta y Tres Orientales, José Bonifacio Redruello",Carlos María Solari y José Bonifacio Redruello,0.466,0.229,
,ap-9248fd2111de,psk,,,-66,68,2026-09-22T19:14:26-03:00,19,,2026-09-22T19:14:26-03:00,2026-09-22T19:32:42-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.217,-33.521234,-58.219864,-33.521243,-58.219745,24,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.419,0.179,
,ap-b1bf17221c65,psk,2422,3,-61,78,2026-09-22T19:14:35-03:00,39,,2026-09-22T19:14:02-03:00,2026-09-22T19:33:17-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.342,-33.521177,-58.219752,-33.521276,-58.219713,37,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.438,0.195,yes
,ap-562bdfdf3c8f,psk,2462,11,-66,68,2026-09-22T19:14:39-03:00,38,,2026-09-22T19:14:20-03:00,2026-09-22T19:33:27-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.402,-33.521149,-58.219697,-33.521331,-58.219699,40,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.449,0.178,yes
,ap-ad5d5ba2cd82,psk,,,-66,68,2026-09-22T19:14:39-03:00,18,,2026-09-22T19:14:26-03:00,2026-09-22T19:32:52-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.402,-33.521149,-58.219697,-33.521307,-58.219745,29,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.447,0.142,yes
,ap-7b4757acdebf,psk,,,-70,60,2026-09-22T19:14:44-03:00,14,,2026-09-22T19:14:29-03:00,2026-09-22T19:15:34-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.448,-33.521128,-58.219656,-33.521056,-58.219496,20,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.558,0.159,yes
,ap-f2428e3b6fba,psk,2427,4,-69,62,2026-09-22T19:14:49-03:00,25,,2026-09-22T19:14:26-03:00,2026-09-22T19:29:27-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.489,-33.521110,-58.219619,-33.521004,-58.219459,25,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.544,0.161,yes
,ap-5dee088ccaf4,psk,2447,8,-85,30,2026-09-22T19:14:49-03:00,10,,2026-09-22T19:14:49-03:00,2026-09-22T19:15:34-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.489,-33.521110,-58.219619,-33.520998,-58.219376,15,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.693,0.119,yes
,ap-0da0b3751d0b,psk,,,-75,50,2026-09-22T19:14:54-03:00,9,,2026-09-22T19:14:49-03:00,2026-09-22T19:15:29-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.591,-33.521063,-58.219527,-33.521006,-58.219399,15,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.684,0.120,yes
,ap-3fea6edd9a11,psk,,,-64,72,2026-09-22T19:15:04-03:00,20,,2026-09-22T19:14:44-03:00,2026-09-22T19:29:16-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.746,-33.520993,-58.219388,-33.520967,-58.219251,19,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.739,0.109,yes
,ap-f46255c4ff80,psk,,,-64,72,2026-09-22T19:15:04-03:00,11,,2026-09-22T19:14:44-03:00,2026-09-22T19:15:34-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.746,-33.520993,-58.219388,-33.520977,-58.219328,14,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.739,0.109,yes
,ap-43b18321085a,psk,,,-64,72,2026-09-22T19:15:04-03:00,20,,2026-09-22T19:14:44-03:00,2026-09-22T19:29:16-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.746,-33.520993,-58.219388,-33.520967,-58.219235,17,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.752,0.101,yes
,ap-ba3b45995c57,psk,2447,8,-51,98,2026-09-22T19:15:04-03:00,19,,2026-09-22T19:14:49-03:00,2026-09-22T19:29:16-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.746,-33.520993,-58.219388,-33.520957,-58.219274,16,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.752,0.060,yes
,ap-33b18d98924c,psk,,,-64,72,2026-09-22T19:15:04-03:00,9,,2026-09-22T19:14:54-03:00,2026-09-22T19:15:34-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.746,-33.520993,-58.219388,-33.520965,-58.219301,12,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.772,0.091,yes
,ap-7dbd02e9bae7,psk,2432,5,-68,64,2026-09-22T19:15:04-03:00,19,,2026-09-22T19:15:00-03:00,2026-09-22T19:29:25-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.746,-33.520993,-58.219388,-33.520933,-58.219240,16,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.800,0.084,yes
,ap-f80874dc2d70,psk,2432,5,-46,100,2026-09-22T19:15:10-03:00,44,,2026-09-22T19:14:39-03:00,2026-09-22T19:31:02-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.830,-33.520954,-58.219313,-33.520860,-58.219314,24,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.779,0.089,
,ap-d2b2f7fe3d7c,psk,,,-55,90,2026-09-22T19:15:10-03:00,30,,2026-09-22T19:14:54-03:00,2026-09-22T19:29:52-03:00,"Treinta y Tres Orientales, José Bonifacio Redruello","Treinta y Tres Orientales, Santiago Gadea",0.830,-33.520954,-58.219313,-33.520873,-58.219240,19,"Treinta y Tres Orientales, Santiago Gadea",Juan Zorrilla de San Martín y Santiago Gadea,0.216,0.125,
,ap-34ac5f9ecceb,psk,,,-77,46,2026-09-22T19:15:44-03:00,53,,2026-09-22T19:15:00-03:00,2026-09-22T19:30:37-03:00,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.241,-33.521062,-58.219032,-33.520945,-58.219178,45,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.345,0.171,yes
,ap-3f656a98e9c9,psk,,,-73,54,2026-09-22T19:15:49-03:00,22,,2026-09-22T19:15:19-03:00,2026-09-22T19:29:11-03:00,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.345,-33.521143,-58.218976,-33.521075,-58.219024,19,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.315,0.155,yes
,ap-f78f4253b9b8,psk,2442,7,-73,54,2026-09-22T19:15:49-03:00,30,,2026-09-22T19:15:29-03:00,2026-09-22T19:29:27-03:00,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.345,-33.521143,-58.218976,-33.521123,-58.219003,27,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.356,0.172,yes
,ap-f6fedab72009,psk,,,-64,72,2026-09-22T19:16:24-03:00,28,,2026-09-22T19:16:14-03:00,2026-09-22T19:28:32-03:00,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.940,-33.521602,-58.218655,-33.521674,-58.218856,26,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.405,0.212,yes
,ap-034aead5a82e,psk,,,-67,66,2026-09-22T19:16:34-03:00,28,,2026-09-22T19:16:24-03:00,2026-09-22T19:28:26-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.088,-33.521688,-58.218702,-33.521713,-58.218897,30,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.343,0.214,yes
,ap-b0e83707cd2f,psk,2422,3,-79,42,2026-09-22T19:16:34-03:00,7,,2026-09-22T19:16:34-03:00,2026-09-22T19:17:00-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.088,-33.521688,-58.218702,-33.521755,-58.218832,8,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.232,0.077,yes
,ap-b82ba722b07a,psk,2442,7,-80,40,2026-09-22T19:16:34-03:00,6,,2026-09-22T19:16:34-03:00,2026-09-22T19:16:55-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.088,-33.521688,-58.218702,-33.521747,-58.218816,7,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.214,0.072,yes
,ap-f8c2eb96da2c,psk,2422,3,-80,40,2026-09-22T19:16:34-03:00,7,,2026-09-22T19:16:34-03:00,2026-09-22T19:17:00-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.088,-33.521688,-58.218702,-33.521755,-58.218832,8,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.232,0.077,yes
,ap-4c03b453e29d,psk,2437,6,-82,36,2026-09-22T19:16:34-03:00,7,,2026-09-22T19:16:34-03:00,2026-09-22T19:17:00-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.088,-33.521688,-58.218702,-33.521755,-58.218832,8,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.232,0.077,yes
,ap-2990e92a7995,psk,5745,149,-90,20,2026-09-22T19:16:34-03:00,7,,2026-09-22T19:16:34-03:00,2026-09-22T19:17:00-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.088,-33.521688,-58.218702,-33.521755,-58.218832,8,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.232,0.077,yes
,ap-6d23cabd5370,psk,5180,36,-93,14,2026-09-22T19:16:34-03:00,7,,2026-09-22T19:16:34-03:00,2026-09-22T19:17:00-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.088,-33.521688,-58.218702,-33.521755,-58.218832,8,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.232,0.077,yes
,ap-4dc468ffb2d5,psk,5260,52,-94,12,2026-09-22T19:16:34-03:00,7,,2026-09-22T19:16:34-03:00,2026-09-22T19:17:00-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.088,-33.521688,-58.218702,-33.521755,-58.218832,8,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.232,0.077,yes
,ap-8364e7739b22,psk,2427,4,-68,64,2026-09-22T19:16:36-03:00,35,,2026-09-22T19:16:14-03:00,2026-09-22T19:28:21-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.150,-33.521717,-58.218758,-33.521739,-58.218917,34,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.371,0.207,
,ap-ea81e0905672,psk,,,-68,64,2026-09-22T19:16:36-03:00,29,,2026-09-22T19:16:19-03:00,2026-09-22T19:28:41-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.150,-33.521717,-58.218758,-33.521646,-58.218805,25,"Treinta y Tres Orientales, Santiago Gadea",Carlos María Solari y Santiago Gadea,0.750,0.154,yes
,ap-eb69736ea108,psk,,,-67,66,2026-09-22T19:16:36-03:00,20,,2026-09-22T19:16:34-03:00,2026-09-22T19:28:21-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.150,-33.521717,-58.218758,-33.521676,-58.218829,22,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.325,0.174,yes
,ap-b9b032c270fb,psk,,,-88,24,2026-09-22T19:16:36-03:00,8,,2026-09-22T19:16:34-03:00,2026-09-22T19:17:06-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.150,-33.521717,-58.218758,-33.521776,-58.218872,10,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.277,0.106,yes
,ap-82859c53bb40,psk,,,-86,28,2026-09-22T19:16:41-03:00,6,,2026-09-22T19:16:41-03:00,2026-09-22T19:17:06-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.190,-33.521735,-58.218794,-33.521799,-58.218918,9,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.328,0.088,yes
,ap-5a2ad6464fbe,psk,,,-79,42,2026-09-22T19:16:47-03:00,21,,2026-09-22T19:16:36-03:00,2026-09-22T19:28:16-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.248,-33.521762,-58.218846,-33.521785,-58.219023,35,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.491,0.243,yes
,ap-c060a3b805db,psk,2457,10,-54,92,2026-09-22T19:16:55-03:00,25,,2026-09-22T19:16:34-03:00,2026-09-22T19:28:21-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.323,-33.521797,-58.218914,-33.521830,-58.219039,28,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.472,0.206,yes
,ap-4ede582bcf94,psk,,,-63,74,2026-09-22T19:16:55-03:00,21,,2026-09-22T19:16:47-03:00,2026-09-22T19:28:16-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.323,-33.521797,-58.218914,-33.521834,-58.219063,32,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.447,0.188,yes
,ap-8e2a468c49c6,psk,,,-78,44,2026-09-22T19:16:55-03:00,10,,2026-09-22T19:16:51-03:00,2026-09-22T19:17:37-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.323,-33.521797,-58.218914,-33.521922,-58.219157,22,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.557,0.210,yes
,ap-d1c70b63f969,psk,2432,5,-65,70,2026-09-22T19:17:00-03:00,14,,2026-09-22T19:16:51-03:00,2026-09-22T19:17:55-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.341,-33.521806,-58.218930,-33.521956,-58.219221,24,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.565,0.202,yes
,ap-ae1c93538426,psk,,,-64,72,2026-09-22T19:17:06-03:00,49,,2026-09-22T19:16:19-03:00,2026-09-22T19:33:48-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.577,-33.521915,-58.219142,-33.521977,-58.219296,53,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.547,0.222,yes
,ap-719ad80fd2f6,psk,2442,7,-59,82,2026-09-22T19:17:06-03:00,55,,2026-09-22T19:16:24-03:00,2026-09-22T19:33:52-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.577,-33.521915,-58.219142,-33.522060,-58.219429,53,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.555,0.204,yes
,ap-968888e65e0a,psk,,,-92,16,2026-09-22T19:17:06-03:00,9,,2026-09-22T19:17:06-03:00,2026-09-22T19:17:46-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.577,-33.521915,-58.219142,-33.522040,-58.219384,15,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.749,0.097,yes
,ap-50a6c91ca4ee,psk,2452,9,-68,64,2026-09-22T19:17:11-03:00,31,,2026-09-22T19:16:55-03:00,2026-09-22T19:33:52-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.687,-33.521966,-58.219241,-33.522117,-58.219403,26,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.704,0.136,yes
,ap-fe0b6d9c48e6,psk,,,-68,64,2026-09-22T19:17:11-03:00,11,,2026-09-22T19:17:06-03:00,2026-09-22T19:17:55-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.687,-33.521966,-58.219241,-33.522047,-58.219398,15,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.767,0.093,yes
,ap-1275e1f30dc6,psk,,,-62,76,2026-09-22T19:17:20-03:00,61,,2026-09-22T19:14:15-03:00,2026-09-22T19:34:22-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.761,-33.522000,-58.219308,-33.521996,-58.219510,44,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.713,0.131,
,ap-eb0325d95552,psk,,,-68,64,2026-09-22T19:17:20-03:00,18,,2026-09-22T19:17:06-03:00,2026-09-22T19:33:57-03:00,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.761,-33.522000,-58.219308,-33.522143,-58.219372,24,Carlos María Solari y Santiago Gadea,Carlos María Solari y José Bonifacio Redruello,0.760,0.068,yes
,ap-9fc2a5e2cb41,psk,,,-72,56,2026-09-22T19:17:37-03:00,36,,2026-09-22T19:17:20-03:00,2026-09-22T19:34:31-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.014,-33.522117,-58.219534,-33.522350,-58.219543,40,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.239,0.188,yes
,ap-931c29079bc6,psk,,,-85,30,2026-09-22T19:17:37-03:00,6,,2026-09-22T19:17:37-03:00,2026-09-22T19:18:02-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.014,-33.522117,-58.219534,-33.522169,-58.219634,7,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.123,0.067,yes
,ap-84eba0eb7d8c,psk,2472,13,-77,46,2026-09-22T19:17:46-03:00,25,,2026-09-22T19:17:25-03:00,2026-09-22T19:34:58-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.102,-33.522159,-58.219615,-33.522573,-58.219371,48,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.208,0.098,yes
,ap-ac71c4c2cbac,psk,,,-78,44,2026-09-22T19:18:02-03:00,10,,2026-09-22T19:18:02-03:00,2026-09-22T19:18:45-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.237,-33.522223,-58.219738,-33.522358,-58.219997,21,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.522,0.206,yes
,ap-d168848f1597,psk,,,-73,54,2026-09-22T19:18:11-03:00,10,,2026-09-22T19:18:11-03:00,2026-09-22T19:18:56-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.424,-33.522312,-58.219908,-33.522412,-58.220101,18,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.586,0.139,yes
,ap-93f4fc82b1b0,psk,,,-59,82,2026-09-22T19:18:27-03:00,27,,2026-09-22T19:18:11-03:00,2026-09-22T19:37:13-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.669,-33.522428,-58.220130,-33.522534,-58.220464,30,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.709,0.117,yes
,ap-b835bdef1599,psk,,,-95,10,2026-09-22T19:18:27-03:00,6,,2026-09-22T19:18:27-03:00,2026-09-22T19:18:52-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.669,-33.522428,-58.220130,-33.522510,-58.220288,11,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.804,0.087,yes
,ap-66c0322f182b,psk,2417,2,-54,92,2026-09-22T19:18:31-03:00,34,,2026-09-22T19:18:05-03:00,2026-09-22T19:37:08-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.752,-33.522467,-58.220206,-33.522527,-58.220400,36,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.703,0.142,
,ap-e0f97de60fd4,psk,2442,7,-77,46,2026-09-22T19:18:31-03:00,13,,2026-09-22T19:18:31-03:00,2026-09-22T19:37:13-03:00,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.752,-33.522467,-58.220206,-33.522491,-58.220467,20,Carlos María Solari y José Bonifacio Redruello,Carlos María Solari y José Pedro Varela,0.838,0.075,yes
,ap-c3a934cdb0b9,psk,,,-61,78,2026-09-22T19:18:56-03:00,7,,2026-09-22T19:18:52-03:00,2026-09-22T19:19:21-03:00,Carlos María Solari y José Pedro Varela,Carlos María Solari y Carlos P. Puig,0.146,-33.522653,-58.220566,-33.522730,-58.220714,11,Carlos María Solari y José Pedro Varela,Carlos María Solari y Carlos P. Puig,0.306,0.109,yes
,ap-ee24bb4f67e7,psk,,,-62,76,2026-09-22T19:19:00-03:00,44,,2026-09-22T19:18:41-03:00,2026-09-22T19:38:18-03:00,Carlos María Solari y José Pedro Varela,Carlos María Solari y Carlos P. Puig,0.226,-33.522692,-58.220640,-33.522536,-58.220817,47,Carlos María Solari y José Pedro Varela,Carlos María Solari y Carlos P. Puig,0.405,0.186,
